## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/home/chan/diabetes_mellitus/outputs/picard/SRR15202006_sorted.bam] OUTPUT=/home/chan/diabetes_mellitus/outputs/picard/SRR15202006_deduped.bam METRICS_FILE=/home/chan/diabetes_mellitus/outputs/picard/SRR15202006_deduped.log REMOVE_DUPLICATES=true ASSUME_SORT_ORDER=coordinate TMP_DIR=[/home/chan/diabetes_mellitus/tmp] CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Nov 20 19:48:25 PST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	55101	23558610	5513717	0	42787	8792429	0	0.373686	23089495

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	10969656	10969656
2.0	1.360481	2539303	2539303
3.0	1.490427	624316	624316
4.0	1.53727	223341	223341
5.0	1.554156	111637	111637
6.0	1.560243	67921	67921
7.0	1.562437	44832	44832
8.0	1.563228	32305	32305
9.0	1.563513	23859	23859
10.0	1.563616	18227	18227
11.0	1.563653	14397	14397
12.0	1.563667	11662	11662
13.0	1.563671	9481	9481
14.0	1.563673	7937	7937
15.0	1.563674	6723	6723
16.0	1.563674	5754	5754
17.0	1.563674	4949	4949
18.0	1.563674	4194	4194
19.0	1.563674	3602	3602
20.0	1.563674	3277	3277
21.0	1.563674	2913	2913
22.0	1.563674	2576	2576
23.0	1.563674	2260	2260
24.0	1.563674	2105	2105
25.0	1.563674	1922	1922
26.0	1.563674	1612	1612
27.0	1.563674	1521	1521
28.0	1.563674	1412	1412
29.0	1.563674	1270	1270
30.0	1.563674	1135	1135
31.0	1.563674	983	983
32.0	1.563674	983	983
33.0	1.563674	910	910
34.0	1.563674	845	845
35.0	1.563674	796	796
36.0	1.563674	701	701
37.0	1.563674	639	639
38.0	1.563674	606	606
39.0	1.563674	595	595
40.0	1.563674	526	526
41.0	1.563674	491	491
42.0	1.563674	468	468
43.0	1.563674	465	465
44.0	1.563674	386	386
45.0	1.563674	387	387
46.0	1.563674	393	393
47.0	1.563674	337	337
48.0	1.563674	322	322
49.0	1.563674	297	297
50.0	1.563674	318	318
51.0	1.563674	308	308
52.0	1.563674	279	279
53.0	1.563674	271	271
54.0	1.563674	277	277
55.0	1.563674	217	217
56.0	1.563674	207	207
57.0	1.563674	201	201
58.0	1.563674	242	242
59.0	1.563674	199	199
60.0	1.563674	183	183
61.0	1.563674	183	183
62.0	1.563674	152	152
63.0	1.563674	167	167
64.0	1.563674	188	188
65.0	1.563674	161	161
66.0	1.563674	146	146
67.0	1.563674	138	138
68.0	1.563674	129	129
69.0	1.563674	133	133
70.0	1.563674	119	119
71.0	1.563674	144	144
72.0	1.563674	112	112
73.0	1.563674	135	135
74.0	1.563674	104	104
75.0	1.563674	101	101
76.0	1.563674	109	109
77.0	1.563674	93	93
78.0	1.563674	99	99
79.0	1.563674	81	81
80.0	1.563674	98	98
81.0	1.563674	91	91
82.0	1.563674	70	70
83.0	1.563674	68	68
