## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/home/chan/diabetes_mellitus/outputs/picard/SRR15202010_sorted.bam] OUTPUT=/home/chan/diabetes_mellitus/outputs/picard/SRR15202010_deduped.bam METRICS_FILE=/home/chan/diabetes_mellitus/outputs/picard/SRR15202010_deduped.log REMOVE_DUPLICATES=true ASSUME_SORT_ORDER=coordinate TMP_DIR=[/home/chan/diabetes_mellitus/tmp] CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Nov 20 19:43:00 PST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	57548	22779994	5182619	0	46167	9532261	0	0.418933	18930287

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	9695311	9695311
2.0	1.300183	2334368	2334368
3.0	1.390293	591226	591226
4.0	1.417343	212773	212773
5.0	1.425462	106453	106453
6.0	1.4279	64599	64599
7.0	1.428632	43492	43492
8.0	1.428851	31552	31552
9.0	1.428917	23424	23424
10.0	1.428937	18294	18294
11.0	1.428943	14598	14598
12.0	1.428945	11922	11922
13.0	1.428945	9634	9634
14.0	1.428945	8450	8450
15.0	1.428945	6946	6946
16.0	1.428945	6048	6048
17.0	1.428945	5272	5272
18.0	1.428945	4595	4595
19.0	1.428945	3988	3988
20.0	1.428945	3628	3628
21.0	1.428945	3099	3099
22.0	1.428945	2980	2980
23.0	1.428945	2624	2624
24.0	1.428945	2335	2335
25.0	1.428945	2099	2099
26.0	1.428945	1988	1988
27.0	1.428945	1855	1855
28.0	1.428945	1668	1668
29.0	1.428945	1520	1520
30.0	1.428945	1415	1415
31.0	1.428945	1268	1268
32.0	1.428945	1247	1247
33.0	1.428945	1115	1115
34.0	1.428945	1108	1108
35.0	1.428945	998	998
36.0	1.428945	915	915
37.0	1.428945	882	882
38.0	1.428945	786	786
39.0	1.428945	752	752
40.0	1.428945	729	729
41.0	1.428945	666	666
42.0	1.428945	607	607
43.0	1.428945	632	632
44.0	1.428945	535	535
45.0	1.428945	523	523
46.0	1.428945	523	523
47.0	1.428945	492	492
48.0	1.428945	483	483
49.0	1.428945	415	415
50.0	1.428945	403	403
51.0	1.428945	425	425
52.0	1.428945	373	373
53.0	1.428945	372	372
54.0	1.428945	390	390
55.0	1.428945	327	327
56.0	1.428945	324	324
57.0	1.428945	294	294
58.0	1.428945	266	266
59.0	1.428945	300	300
60.0	1.428945	290	290
61.0	1.428945	289	289
62.0	1.428945	238	238
63.0	1.428945	264	264
64.0	1.428945	259	259
65.0	1.428945	244	244
66.0	1.428945	262	262
67.0	1.428945	217	217
68.0	1.428945	219	219
69.0	1.428945	200	200
70.0	1.428945	186	186
71.0	1.428945	177	177
72.0	1.428945	156	156
73.0	1.428945	153	153
74.0	1.428945	175	175
75.0	1.428945	164	164
76.0	1.428945	153	153
77.0	1.428945	172	172
78.0	1.428945	152	152
79.0	1.428945	128	128
80.0	1.428945	126	126
81.0	1.428945	140	140
82.0	1.428945	128	128
83.0	1.428945	126	126
84.0	1.428945	128	128
85.0	1.428945	127	127
86.0	1.428945	140	140
87.0	1.428945	130	130
88.0	1.428945	122	122
89.0	1.428945	100	100
