## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/home/chan/mice_microgravity/outputs_primary/picard/SRR13535302_sorted.bam] OUTPUT=/home/chan/mice_microgravity/outputs_primary/picard/SRR13535302_deduped.bam METRICS_FILE=/home/chan/mice_microgravity/outputs_primary/picard/SRR13535302_deduped.log REMOVE_DUPLICATES=true ASSUME_SORT_ORDER=coordinate TMP_DIR=[/home/chan/mice_microgravity/tmp] CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Nov 21 14:26:37 PST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	439689	23303080	17823476	0	426204	20810686	0	0.893757	2492611

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	1437810	1437810
2.0	1.000087	480112	480112
3.0	1.000087	174433	174433
4.0	1.000087	76005	76005
5.0	1.000087	42104	42104
6.0	1.000087	28021	28021
7.0	1.000087	21048	21048
8.0	1.000087	16692	16692
9.0	1.000087	13953	13953
10.0	1.000087	11775	11775
11.0	1.000087	10177	10177
12.0	1.000087	8959	8959
13.0	1.000087	7853	7853
14.0	1.000087	6926	6926
15.0	1.000087	6643	6643
16.0	1.000087	5872	5872
17.0	1.000087	5365	5365
18.0	1.000087	4955	4955
19.0	1.000087	4482	4482
20.0	1.000087	4124	4124
21.0	1.000087	4041	4041
22.0	1.000087	3550	3550
23.0	1.000087	3294	3294
24.0	1.000087	3272	3272
25.0	1.000087	3020	3020
26.0	1.000087	2831	2831
27.0	1.000087	2586	2586
28.0	1.000087	2505	2505
29.0	1.000087	2457	2457
30.0	1.000087	2286	2286
31.0	1.000087	2201	2201
32.0	1.000087	2055	2055
33.0	1.000087	1995	1995
34.0	1.000087	1892	1892
35.0	1.000087	1695	1695
36.0	1.000087	1761	1761
37.0	1.000087	1627	1627
38.0	1.000087	1581	1581
39.0	1.000087	1566	1566
40.0	1.000087	1480	1480
41.0	1.000087	1382	1382
42.0	1.000087	1368	1368
43.0	1.000087	1310	1310
44.0	1.000087	1314	1314
45.0	1.000087	1199	1199
46.0	1.000087	1167	1167
47.0	1.000087	1109	1109
48.0	1.000087	1102	1102
49.0	1.000087	1032	1032
50.0	1.000087	1074	1074
51.0	1.000087	996	996
52.0	1.000087	978	978
53.0	1.000087	951	951
54.0	1.000087	918	918
55.0	1.000087	927	927
56.0	1.000087	867	867
57.0	1.000087	813	813
58.0	1.000087	825	825
59.0	1.000087	814	814
60.0	1.000087	808	808
61.0	1.000087	771	771
62.0	1.000087	765	765
63.0	1.000087	733	733
64.0	1.000087	729	729
65.0	1.000087	670	670
66.0	1.000087	680	680
67.0	1.000087	692	692
68.0	1.000087	632	632
69.0	1.000087	639	639
70.0	1.000087	613	613
71.0	1.000087	574	574
72.0	1.000087	547	547
73.0	1.000087	556	556
74.0	1.000087	513	513
75.0	1.000087	556	556
