## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/home/chan/mice_microgravity/outputs_primary/picard/SRR13535280_sorted.bam] OUTPUT=/home/chan/mice_microgravity/outputs_primary/picard/SRR13535280_deduped.bam METRICS_FILE=/home/chan/mice_microgravity/outputs_primary/picard/SRR13535280_deduped.log REMOVE_DUPLICATES=true ASSUME_SORT_ORDER=coordinate TMP_DIR=[/home/chan/mice_microgravity/tmp] CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Nov 21 14:22:46 PST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	447850	21459413	12121129	0	421682	16031144	0	0.749054	5543801

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	3938626	3938626
2.0	1.02084	830230	830230
3.0	1.021274	230558	230558
4.0	1.021283	95347	95347
5.0	1.021283	53632	53632
6.0	1.021283	36033	36033
7.0	1.021283	25764	25764
8.0	1.021283	19865	19865
9.0	1.021283	16014	16014
10.0	1.021283	13337	13337
11.0	1.021283	11171	11171
12.0	1.021283	9504	9504
13.0	1.021283	8397	8397
14.0	1.021283	7286	7286
15.0	1.021283	6550	6550
16.0	1.021283	5975	5975
17.0	1.021283	5208	5208
18.0	1.021283	4731	4731
19.0	1.021283	4280	4280
20.0	1.021283	3989	3989
21.0	1.021283	3637	3637
22.0	1.021283	3433	3433
23.0	1.021283	3153	3153
24.0	1.021283	2921	2921
25.0	1.021283	2751	2751
26.0	1.021283	2509	2509
27.0	1.021283	2513	2513
28.0	1.021283	2208	2208
29.0	1.021283	2171	2171
30.0	1.021283	2029	2029
31.0	1.021283	1898	1898
32.0	1.021283	1764	1764
33.0	1.021283	1808	1808
34.0	1.021283	1662	1662
35.0	1.021283	1529	1529
36.0	1.021283	1437	1437
37.0	1.021283	1447	1447
38.0	1.021283	1364	1364
39.0	1.021283	1344	1344
40.0	1.021283	1250	1250
41.0	1.021283	1204	1204
42.0	1.021283	1143	1143
43.0	1.021283	1067	1067
44.0	1.021283	1074	1074
45.0	1.021283	1003	1003
46.0	1.021283	1042	1042
47.0	1.021283	988	988
48.0	1.021283	890	890
49.0	1.021283	911	911
50.0	1.021283	856	856
51.0	1.021283	879	879
52.0	1.021283	791	791
53.0	1.021283	782	782
54.0	1.021283	732	732
55.0	1.021283	733	733
56.0	1.021283	696	696
57.0	1.021283	685	685
58.0	1.021283	637	637
59.0	1.021283	659	659
60.0	1.021283	601	601
61.0	1.021283	621	621
62.0	1.021283	579	579
63.0	1.021283	588	588
64.0	1.021283	583	583
65.0	1.021283	528	528
66.0	1.021283	535	535
67.0	1.021283	537	537
68.0	1.021283	465	465
69.0	1.021283	487	487
70.0	1.021283	523	523
71.0	1.021283	467	467
72.0	1.021283	506	506
73.0	1.021283	451	451
74.0	1.021283	421	421
75.0	1.021283	399	399
76.0	1.021283	425	425
77.0	1.021283	417	417
78.0	1.021283	389	389
79.0	1.021283	371	371
80.0	1.021283	403	403
81.0	1.021283	356	356
82.0	1.021283	340	340
83.0	1.021283	328	328
84.0	1.021283	346	346
85.0	1.021283	373	373
86.0	1.021283	376	376
87.0	1.021283	331	331
88.0	1.021283	312	312
89.0	1.021283	286	286
90.0	1.021283	304	304
91.0	1.021283	340	340
92.0	1.021283	278	278
93.0	1.021283	293	293
94.0	1.021283	298	298
95.0	1.021283	269	269
96.0	1.021283	278	278
97.0	1.021283	292	292
98.0	1.021283	256	256
99.0	1.021283	244	244
100.0	1.021283	264	264
101.0	0	237	237
102.0	0	252	252
103.0	0	240	240
104.0	0	258	258
105.0	0	221	221
106.0	0	252	252
107.0	0	230	230
108.0	0	211	211
109.0	0	206	206
110.0	0	198	198
111.0	0	239	239
112.0	0	217	217
113.0	0	197	197
114.0	0	211	211
115.0	0	234	234
116.0	0	191	191
117.0	0	208	208
118.0	0	186	186
119.0	0	179	179
120.0	0	187	187
121.0	0	180	180
122.0	0	182	182
123.0	0	184	184
124.0	0	166	166
125.0	0	178	178
126.0	0	155	155
127.0	0	168	168
128.0	0	162	162
129.0	0	166	166
130.0	0	177	177
131.0	0	160	160
132.0	0	156	156
133.0	0	140	140
134.0	0	148	148
135.0	0	129	129
136.0	0	127	127
137.0	0	159	159
138.0	0	136	136
139.0	0	135	135
140.0	0	126	126
141.0	0	131	131
142.0	0	149	149
143.0	0	121	121
144.0	0	132	132
145.0	0	121	121
146.0	0	132	132
147.0	0	118	118
148.0	0	124	124
149.0	0	136	136
