## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/home/chan/mice_microgravity/outputs_primary/picard/SRR13535292_sorted.bam] OUTPUT=/home/chan/mice_microgravity/outputs_primary/picard/SRR13535292_deduped.bam METRICS_FILE=/home/chan/mice_microgravity/outputs_primary/picard/SRR13535292_deduped.log REMOVE_DUPLICATES=true ASSUME_SORT_ORDER=coordinate TMP_DIR=[/home/chan/mice_microgravity/tmp] CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Nov 21 14:28:49 PST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	323113	15579112	8679083	0	292981	10053066	0	0.647975	5963518

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	3982615	3982615
2.0	1.073358	907573	907573
3.0	1.078739	252043	252043
4.0	1.079134	98310	98310
5.0	1.079163	52220	52220
6.0	1.079165	33501	33501
7.0	1.079165	24331	24331
8.0	1.079165	18464	18464
9.0	1.079165	14473	14473
10.0	1.079165	11751	11751
11.0	1.079165	9893	9893
12.0	1.079165	8650	8650
13.0	1.079165	7179	7179
14.0	1.079165	6145	6145
15.0	1.079165	5618	5618
16.0	1.079165	4987	4987
17.0	1.079165	4552	4552
18.0	1.079165	4045	4045
19.0	1.079165	3573	3573
20.0	1.079165	3253	3253
21.0	1.079165	3045	3045
22.0	1.079165	2836	2836
23.0	1.079165	2591	2591
24.0	1.079165	2413	2413
25.0	1.079165	2287	2287
26.0	1.079165	2054	2054
27.0	1.079165	2043	2043
28.0	1.079165	1877	1877
29.0	1.079165	1743	1743
30.0	1.079165	1580	1580
31.0	1.079165	1507	1507
32.0	1.079165	1464	1464
33.0	1.079165	1339	1339
34.0	1.079165	1284	1284
35.0	1.079165	1251	1251
36.0	1.079165	1154	1154
37.0	1.079165	1033	1033
38.0	1.079165	1037	1037
39.0	1.079165	1018	1018
40.0	1.079165	952	952
41.0	1.079165	894	894
42.0	1.079165	911	911
43.0	1.079165	865	865
44.0	1.079165	794	794
45.0	1.079165	788	788
46.0	1.079165	721	721
47.0	1.079165	677	677
48.0	1.079165	698	698
49.0	1.079165	681	681
50.0	1.079165	648	648
51.0	1.079165	650	650
52.0	1.079165	597	597
53.0	1.079165	555	555
54.0	1.079165	514	514
55.0	1.079165	551	551
56.0	1.079165	541	541
57.0	1.079165	493	493
58.0	1.079165	412	412
59.0	1.079165	458	458
60.0	1.079165	476	476
61.0	1.079165	407	407
62.0	1.079165	418	418
63.0	1.079165	384	384
64.0	1.079165	391	391
65.0	1.079165	422	422
66.0	1.079165	396	396
67.0	1.079165	363	363
68.0	1.079165	377	377
69.0	1.079165	367	367
70.0	1.079165	328	328
71.0	1.079165	291	291
72.0	1.079165	325	325
73.0	1.079165	326	326
74.0	1.079165	313	313
75.0	1.079165	308	308
76.0	1.079165	300	300
77.0	1.079165	302	302
