## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/home/chan/mice_microgravity/outputs_primary/picard/SRR13535290_sorted.bam] OUTPUT=/home/chan/mice_microgravity/outputs_primary/picard/SRR13535290_deduped.bam METRICS_FILE=/home/chan/mice_microgravity/outputs_primary/picard/SRR13535290_deduped.log REMOVE_DUPLICATES=true ASSUME_SORT_ORDER=coordinate TMP_DIR=[/home/chan/mice_microgravity/tmp] CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Nov 21 14:31:01 PST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	733920	30816125	14281783	0	685493	21818450	0	0.71068	9342829

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	6179641	6179641
2.0	1.036943	1624875	1624875
3.0	1.038308	491427	491427
4.0	1.038358	193410	193410
5.0	1.03836	99605	99605
6.0	1.03836	62100	62100
7.0	1.03836	43160	43160
8.0	1.03836	32148	32148
9.0	1.03836	24908	24908
10.0	1.03836	20246	20246
11.0	1.03836	16864	16864
12.0	1.03836	14110	14110
13.0	1.03836	12098	12098
14.0	1.03836	10517	10517
15.0	1.03836	9202	9202
16.0	1.03836	8237	8237
17.0	1.03836	7205	7205
18.0	1.03836	6407	6407
19.0	1.03836	5925	5925
20.0	1.03836	5380	5380
21.0	1.03836	5048	5048
22.0	1.03836	4569	4569
23.0	1.03836	4199	4199
24.0	1.03836	3874	3874
25.0	1.03836	3633	3633
26.0	1.03836	3366	3366
27.0	1.03836	3141	3141
28.0	1.03836	2936	2936
29.0	1.03836	2825	2825
30.0	1.03836	2644	2644
31.0	1.03836	2457	2457
32.0	1.03836	2338	2338
33.0	1.03836	2225	2225
34.0	1.03836	2143	2143
35.0	1.03836	2063	2063
36.0	1.03836	1877	1877
37.0	1.03836	1866	1866
38.0	1.03836	1697	1697
39.0	1.03836	1605	1605
40.0	1.03836	1648	1648
41.0	1.03836	1524	1524
42.0	1.03836	1489	1489
43.0	1.03836	1428	1428
44.0	1.03836	1394	1394
45.0	1.03836	1366	1366
46.0	1.03836	1274	1274
47.0	1.03836	1254	1254
48.0	1.03836	1207	1207
49.0	1.03836	1106	1106
50.0	1.03836	1084	1084
51.0	1.03836	1043	1043
52.0	1.03836	968	968
53.0	1.03836	956	956
54.0	1.03836	961	961
55.0	1.03836	949	949
56.0	1.03836	896	896
57.0	1.03836	824	824
58.0	1.03836	838	838
59.0	1.03836	797	797
60.0	1.03836	750	750
61.0	1.03836	808	808
62.0	1.03836	744	744
63.0	1.03836	715	715
64.0	1.03836	720	720
65.0	1.03836	653	653
66.0	1.03836	693	693
67.0	1.03836	672	672
68.0	1.03836	614	614
69.0	1.03836	629	629
70.0	1.03836	610	610
71.0	1.03836	597	597
72.0	1.03836	581	581
73.0	1.03836	550	550
74.0	1.03836	579	579
75.0	1.03836	562	562
76.0	1.03836	520	520
77.0	1.03836	505	505
78.0	1.03836	491	491
79.0	1.03836	480	480
80.0	1.03836	496	496
81.0	1.03836	487	487
82.0	1.03836	445	445
83.0	1.03836	469	469
84.0	1.03836	453	453
85.0	1.03836	446	446
86.0	1.03836	426	426
87.0	1.03836	384	384
88.0	1.03836	397	397
89.0	1.03836	388	388
90.0	1.03836	373	373
91.0	1.03836	410	410
92.0	1.03836	359	359
93.0	1.03836	378	378
94.0	1.03836	378	378
95.0	1.03836	328	328
96.0	1.03836	344	344
97.0	1.03836	336	336
98.0	1.03836	324	324
99.0	1.03836	339	339
100.0	1.03836	320	320
101.0	0	329	329
102.0	0	322	322
103.0	0	322	322
104.0	0	302	302
105.0	0	288	288
106.0	0	281	281
107.0	0	334	334
108.0	0	289	289
109.0	0	272	272
110.0	0	308	308
111.0	0	248	248
112.0	0	277	277
113.0	0	290	290
114.0	0	273	273
115.0	0	240	240
116.0	0	267	267
117.0	0	196	196
118.0	0	223	223
119.0	0	214	214
120.0	0	238	238
121.0	0	226	226
122.0	0	198	198
123.0	0	218	218
124.0	0	184	184
125.0	0	222	222
126.0	0	215	215
127.0	0	215	215
128.0	0	187	187
129.0	0	206	206
130.0	0	204	204
131.0	0	168	168
132.0	0	166	166
133.0	0	172	172
134.0	0	194	194
135.0	0	173	173
136.0	0	193	193
137.0	0	152	152
138.0	0	176	176
139.0	0	176	176
140.0	0	166	166
141.0	0	167	167
142.0	0	165	165
143.0	0	149	149
144.0	0	172	172
145.0	0	154	154
146.0	0	165	165
147.0	0	153	153
148.0	0	169	169
149.0	0	138	138
150.0	0	155	155
151.0	0	131	131
152.0	0	181	181
153.0	0	149	149
154.0	0	159	159
155.0	0	136	136
156.0	0	141	141
157.0	0	156	156
158.0	0	143	143
159.0	0	121	121
160.0	0	122	122
161.0	0	123	123
162.0	0	142	142
163.0	0	143	143
164.0	0	125	125
165.0	0	131	131
166.0	0	111	111
167.0	0	122	122
168.0	0	145	145
169.0	0	141	141
170.0	0	112	112
171.0	0	109	109
172.0	0	125	125
173.0	0	120	120
174.0	0	133	133
175.0	0	116	116
176.0	0	100	100
177.0	0	93	93
178.0	0	102	102
179.0	0	103	103
180.0	0	96	96
181.0	0	120	120
182.0	0	115	115
183.0	0	94	94
184.0	0	103	103
185.0	0	92	92
186.0	0	105	105
187.0	0	102	102
188.0	0	99	99
189.0	0	112	112
190.0	0	90	90
191.0	0	88	88
192.0	0	95	95
193.0	0	98	98
194.0	0	100	100
195.0	0	94	94
196.0	0	94	94
197.0	0	95	95
198.0	0	89	89
199.0	0	87	87
200.0	0	71	71
201.0	0	87	87
202.0	0	82	82
203.0	0	84	84
204.0	0	78	78
205.0	0	75	75
206.0	0	77	77
207.0	0	78	78
208.0	0	67	67
209.0	0	80	80
210.0	0	81	81
211.0	0	74	74
212.0	0	86	86
213.0	0	75	75
214.0	0	72	72
215.0	0	58	58
216.0	0	70	70
217.0	0	91	91
218.0	0	67	67
219.0	0	64	64
220.0	0	84	84
221.0	0	72	72
222.0	0	79	79
223.0	0	68	68
224.0	0	69	69
225.0	0	61	61
226.0	0	68	68
227.0	0	68	68
228.0	0	78	78
229.0	0	70	70
230.0	0	61	61
231.0	0	60	60
232.0	0	68	68
233.0	0	65	65
234.0	0	52	52
235.0	0	66	66
236.0	0	66	66
237.0	0	59	59
238.0	0	68	68
239.0	0	59	59
240.0	0	64	64
241.0	0	67	67
242.0	0	42	42
243.0	0	69	69
244.0	0	49	49
245.0	0	65	65
246.0	0	46	46
247.0	0	62	62
248.0	0	57	57
249.0	0	54	54
250.0	0	57	57
251.0	0	64	64
252.0	0	59	59
253.0	0	52	52
254.0	0	53	53
255.0	0	60	60
256.0	0	43	43
257.0	0	59	59
258.0	0	51	51
259.0	0	52	52
260.0	0	42	42
261.0	0	56	56
262.0	0	40	40
263.0	0	43	43
264.0	0	59	59
265.0	0	42	42
266.0	0	40	40
267.0	0	49	49
268.0	0	65	65
269.0	0	44	44
270.0	0	44	44
271.0	0	46	46
272.0	0	56	56
273.0	0	40	40
274.0	0	42	42
275.0	0	45	45
276.0	0	42	42
277.0	0	52	52
278.0	0	47	47
279.0	0	44	44
280.0	0	54	54
281.0	0	49	49
282.0	0	39	39
283.0	0	49	49
284.0	0	35	35
285.0	0	49	49
286.0	0	44	44
287.0	0	43	43
288.0	0	36	36
289.0	0	39	39
290.0	0	39	39
291.0	0	46	46
292.0	0	39	39
293.0	0	38	38
294.0	0	38	38
295.0	0	31	31
296.0	0	27	27
297.0	0	42	42
298.0	0	33	33
299.0	0	48	48
300.0	0	39	39
301.0	0	42	42
302.0	0	44	44
303.0	0	36	36
304.0	0	34	34
305.0	0	28	28
306.0	0	37	37
307.0	0	37	37
308.0	0	38	38
309.0	0	24	24
310.0	0	37	37
311.0	0	34	34
312.0	0	45	45
313.0	0	39	39
314.0	0	34	34
315.0	0	38	38
316.0	0	41	41
317.0	0	33	33
318.0	0	32	32
319.0	0	40	40
320.0	0	39	39
321.0	0	31	31
322.0	0	30	30
323.0	0	33	33
324.0	0	38	38
325.0	0	36	36
326.0	0	29	29
327.0	0	28	28
328.0	0	28	28
329.0	0	31	31
330.0	0	28	28
331.0	0	41	41
332.0	0	28	28
333.0	0	28	28
334.0	0	33	33
335.0	0	27	27
336.0	0	32	32
337.0	0	21	21
338.0	0	25	25
339.0	0	24	24
340.0	0	27	27
341.0	0	32	32
342.0	0	32	32
343.0	0	35	35
344.0	0	28	28
345.0	0	25	25
346.0	0	28	28
347.0	0	32	32
348.0	0	35	35
349.0	0	21	21
350.0	0	36	36
351.0	0	29	29
352.0	0	34	34
353.0	0	24	24
354.0	0	26	26
355.0	0	25	25
356.0	0	35	35
357.0	0	21	21
358.0	0	24	24
359.0	0	31	31
360.0	0	27	27
361.0	0	28	28
362.0	0	31	31
363.0	0	22	22
364.0	0	32	32
365.0	0	21	21
366.0	0	28	28
367.0	0	22	22
368.0	0	15	15
369.0	0	32	32
370.0	0	34	34
371.0	0	24	24
372.0	0	25	25
373.0	0	19	19
374.0	0	21	21
375.0	0	25	25
376.0	0	25	25
377.0	0	27	27
378.0	0	18	18
379.0	0	21	21
380.0	0	19	19
381.0	0	34	34
382.0	0	26	26
383.0	0	24	24
