## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/home/chan/mice_microgravity/outputs_primary/picard/SRR13535276_sorted.bam] OUTPUT=/home/chan/mice_microgravity/outputs_primary/picard/SRR13535276_deduped.bam METRICS_FILE=/home/chan/mice_microgravity/outputs_primary/picard/SRR13535276_deduped.log REMOVE_DUPLICATES=true ASSUME_SORT_ORDER=coordinate TMP_DIR=[/home/chan/mice_microgravity/tmp] CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Nov 21 14:19:31 PST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	393574	17897549	10095667	0	366825	13142970	0	0.736495	4879104

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	3481689	3481689
2.0	1.025522	708086	708086
3.0	1.026173	192588	192588
4.0	1.02619	79792	79792
5.0	1.026191	44764	44764
6.0	1.026191	30693	30693
7.0	1.026191	22510	22510
8.0	1.026191	17377	17377
9.0	1.026191	14095	14095
10.0	1.026191	11885	11885
11.0	1.026191	10007	10007
12.0	1.026191	8550	8550
13.0	1.026191	7520	7520
14.0	1.026191	6614	6614
15.0	1.026191	5815	5815
16.0	1.026191	5376	5376
17.0	1.026191	4812	4812
18.0	1.026191	4312	4312
19.0	1.026191	3963	3963
20.0	1.026191	3750	3750
21.0	1.026191	3366	3366
22.0	1.026191	3084	3084
23.0	1.026191	2850	2850
24.0	1.026191	2658	2658
25.0	1.026191	2514	2514
26.0	1.026191	2292	2292
27.0	1.026191	2188	2188
28.0	1.026191	2081	2081
29.0	1.026191	1908	1908
30.0	1.026191	1924	1924
31.0	1.026191	1787	1787
32.0	1.026191	1669	1669
33.0	1.026191	1605	1605
34.0	1.026191	1484	1484
35.0	1.026191	1420	1420
36.0	1.026191	1357	1357
37.0	1.026191	1265	1265
38.0	1.026191	1243	1243
39.0	1.026191	1233	1233
40.0	1.026191	1107	1107
41.0	1.026191	1052	1052
42.0	1.026191	1083	1083
43.0	1.026191	982	982
44.0	1.026191	950	950
45.0	1.026191	912	912
46.0	1.026191	943	943
47.0	1.026191	884	884
48.0	1.026191	822	822
49.0	1.026191	743	743
50.0	1.026191	747	747
51.0	1.026191	754	754
52.0	1.026191	748	748
53.0	1.026191	703	703
54.0	1.026191	663	663
55.0	1.026191	689	689
56.0	1.026191	643	643
57.0	1.026191	607	607
58.0	1.026191	621	621
59.0	1.026191	606	606
60.0	1.026191	560	560
61.0	1.026191	544	544
62.0	1.026191	533	533
63.0	1.026191	515	515
64.0	1.026191	481	481
65.0	1.026191	436	436
66.0	1.026191	489	489
67.0	1.026191	460	460
68.0	1.026191	456	456
69.0	1.026191	456	456
70.0	1.026191	423	423
71.0	1.026191	424	424
72.0	1.026191	409	409
73.0	1.026191	407	407
74.0	1.026191	395	395
75.0	1.026191	366	366
76.0	1.026191	338	338
77.0	1.026191	353	353
78.0	1.026191	367	367
79.0	1.026191	371	371
80.0	1.026191	338	338
81.0	1.026191	350	350
82.0	1.026191	322	322
83.0	1.026191	316	316
84.0	1.026191	339	339
85.0	1.026191	314	314
86.0	1.026191	277	277
87.0	1.026191	328	328
88.0	1.026191	258	258
89.0	1.026191	285	285
90.0	1.026191	258	258
91.0	1.026191	286	286
92.0	1.026191	260	260
93.0	1.026191	248	248
94.0	1.026191	234	234
95.0	1.026191	253	253
96.0	1.026191	269	269
97.0	1.026191	240	240
98.0	1.026191	247	247
99.0	1.026191	222	222
100.0	1.026191	224	224
101.0	0	217	217
102.0	0	249	249
103.0	0	196	196
104.0	0	223	223
105.0	0	204	204
106.0	0	230	230
107.0	0	206	206
108.0	0	191	191
109.0	0	173	173
110.0	0	169	169
111.0	0	184	184
112.0	0	178	178
113.0	0	188	188
114.0	0	188	188
115.0	0	179	179
116.0	0	179	179
117.0	0	181	181
118.0	0	182	182
119.0	0	126	126
120.0	0	164	164
121.0	0	167	167
122.0	0	182	182
123.0	0	149	149
124.0	0	144	144
125.0	0	157	157
126.0	0	142	142
127.0	0	142	142
128.0	0	141	141
129.0	0	135	135
130.0	0	142	142
131.0	0	124	124
132.0	0	151	151
133.0	0	143	143
134.0	0	122	122
135.0	0	122	122
136.0	0	113	113
137.0	0	124	124
138.0	0	131	131
139.0	0	112	112
140.0	0	111	111
141.0	0	119	119
142.0	0	124	124
143.0	0	113	113
144.0	0	121	121
145.0	0	110	110
146.0	0	100	100
147.0	0	99	99
148.0	0	104	104
149.0	0	105	105
150.0	0	95	95
151.0	0	102	102
152.0	0	94	94
153.0	0	92	92
154.0	0	112	112
155.0	0	100	100
156.0	0	74	74
157.0	0	104	104
158.0	0	101	101
159.0	0	82	82
160.0	0	80	80
161.0	0	109	109
162.0	0	95	95
163.0	0	88	88
164.0	0	79	79
165.0	0	97	97
166.0	0	76	76
167.0	0	85	85
168.0	0	93	93
169.0	0	72	72
170.0	0	86	86
171.0	0	79	79
172.0	0	95	95
173.0	0	89	89
174.0	0	60	60
175.0	0	73	73
176.0	0	63	63
177.0	0	70	70
178.0	0	75	75
179.0	0	88	88
180.0	0	65	65
181.0	0	79	79
182.0	0	70	70
183.0	0	64	64
184.0	0	71	71
185.0	0	71	71
186.0	0	59	59
187.0	0	63	63
188.0	0	62	62
189.0	0	53	53
190.0	0	68	68
191.0	0	55	55
192.0	0	62	62
193.0	0	64	64
194.0	0	67	67
195.0	0	63	63
196.0	0	67	67
197.0	0	55	55
198.0	0	46	46
199.0	0	63	63
200.0	0	52	52
201.0	0	74	74
202.0	0	70	70
203.0	0	57	57
204.0	0	61	61
205.0	0	57	57
206.0	0	45	45
207.0	0	58	58
208.0	0	60	60
209.0	0	34	34
210.0	0	45	45
211.0	0	59	59
212.0	0	57	57
213.0	0	48	48
214.0	0	45	45
215.0	0	56	56
216.0	0	71	71
217.0	0	45	45
218.0	0	51	51
219.0	0	42	42
220.0	0	48	48
221.0	0	44	44
222.0	0	44	44
223.0	0	45	45
224.0	0	41	41
225.0	0	45	45
226.0	0	35	35
227.0	0	46	46
228.0	0	44	44
229.0	0	40	40
230.0	0	42	42
231.0	0	48	48
232.0	0	44	44
233.0	0	40	40
234.0	0	54	54
235.0	0	36	36
236.0	0	48	48
237.0	0	47	47
238.0	0	33	33
239.0	0	50	50
240.0	0	50	50
241.0	0	38	38
242.0	0	50	50
243.0	0	42	42
244.0	0	39	39
245.0	0	44	44
246.0	0	35	35
247.0	0	39	39
248.0	0	39	39
249.0	0	41	41
250.0	0	31	31
251.0	0	43	43
252.0	0	36	36
253.0	0	38	38
254.0	0	47	47
255.0	0	41	41
256.0	0	40	40
257.0	0	35	35
258.0	0	31	31
259.0	0	32	32
260.0	0	36	36
261.0	0	39	39
262.0	0	29	29
263.0	0	37	37
264.0	0	32	32
265.0	0	38	38
266.0	0	33	33
267.0	0	43	43
268.0	0	38	38
269.0	0	42	42
270.0	0	27	27
271.0	0	36	36
272.0	0	38	38
273.0	0	30	30
274.0	0	28	28
275.0	0	27	27
276.0	0	33	33
277.0	0	32	32
278.0	0	36	36
279.0	0	40	40
280.0	0	30	30
281.0	0	25	25
282.0	0	32	32
283.0	0	26	26
284.0	0	28	28
285.0	0	30	30
286.0	0	30	30
287.0	0	20	20
288.0	0	36	36
289.0	0	24	24
290.0	0	36	36
291.0	0	28	28
292.0	0	29	29
293.0	0	23	23
294.0	0	20	20
295.0	0	31	31
296.0	0	23	23
297.0	0	34	34
298.0	0	22	22
299.0	0	25	25
300.0	0	29	29
301.0	0	21	21
