## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/home/chan/mice_microgravity/outputs_primary/picard/SRR13535300_sorted.bam] OUTPUT=/home/chan/mice_microgravity/outputs_primary/picard/SRR13535300_deduped.bam METRICS_FILE=/home/chan/mice_microgravity/outputs_primary/picard/SRR13535300_deduped.log REMOVE_DUPLICATES=true ASSUME_SORT_ORDER=coordinate TMP_DIR=[/home/chan/mice_microgravity/tmp] CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Nov 21 14:23:18 PST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	425540	28418010	22271829	0	409005	24946375	0	0.878456	3472604

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	1895655	1895655
2.0	1.000279	801308	801308
3.0	1.000279	322977	322977
4.0	1.000279	131649	131649
5.0	1.000279	59387	59387
6.0	1.000279	31833	31833
7.0	1.000279	20709	20709
8.0	1.000279	15117	15117
9.0	1.000279	12140	12140
10.0	1.000279	9828	9828
11.0	1.000279	8634	8634
12.0	1.000279	7343	7343
13.0	1.000279	6590	6590
14.0	1.000279	5791	5791
15.0	1.000279	5266	5266
16.0	1.000279	4700	4700
17.0	1.000279	4325	4325
18.0	1.000279	3907	3907
19.0	1.000279	3740	3740
20.0	1.000279	3429	3429
21.0	1.000279	3169	3169
22.0	1.000279	2866	2866
23.0	1.000279	2740	2740
24.0	1.000279	2713	2713
25.0	1.000279	2381	2381
26.0	1.000279	2378	2378
27.0	1.000279	2283	2283
28.0	1.000279	2036	2036
29.0	1.000279	2043	2043
30.0	1.000279	1889	1889
31.0	1.000279	1835	1835
32.0	1.000279	1741	1741
33.0	1.000279	1708	1708
34.0	1.000279	1616	1616
35.0	1.000279	1448	1448
36.0	1.000279	1378	1378
37.0	1.000279	1363	1363
38.0	1.000279	1369	1369
39.0	1.000279	1294	1294
40.0	1.000279	1286	1286
41.0	1.000279	1190	1190
42.0	1.000279	1123	1123
43.0	1.000279	1164	1164
44.0	1.000279	1118	1118
45.0	1.000279	1082	1082
46.0	1.000279	1044	1044
47.0	1.000279	984	984
48.0	1.000279	988	988
49.0	1.000279	894	894
50.0	1.000279	904	904
51.0	1.000279	895	895
52.0	1.000279	865	865
53.0	1.000279	834	834
54.0	1.000279	835	835
55.0	1.000279	777	777
56.0	1.000279	816	816
57.0	1.000279	810	810
58.0	1.000279	746	746
59.0	1.000279	724	724
60.0	1.000279	713	713
61.0	1.000279	686	686
62.0	1.000279	666	666
63.0	1.000279	625	625
64.0	1.000279	615	615
65.0	1.000279	626	626
66.0	1.000279	677	677
67.0	1.000279	616	616
68.0	1.000279	565	565
69.0	1.000279	558	558
70.0	1.000279	545	545
71.0	1.000279	556	556
72.0	1.000279	507	507
73.0	1.000279	500	500
74.0	1.000279	557	557
75.0	1.000279	492	492
76.0	1.000279	494	494
77.0	1.000279	519	519
78.0	1.000279	438	438
79.0	1.000279	497	497
80.0	1.000279	496	496
81.0	1.000279	475	475
82.0	1.000279	448	448
83.0	1.000279	455	455
84.0	1.000279	397	397
85.0	1.000279	380	380
86.0	1.000279	402	402
87.0	1.000279	455	455
88.0	1.000279	424	424
89.0	1.000279	403	403
90.0	1.000279	345	345
91.0	1.000279	369	369
92.0	1.000279	350	350
93.0	1.000279	363	363
94.0	1.000279	331	331
95.0	1.000279	349	349
96.0	1.000279	380	380
97.0	1.000279	317	317
98.0	1.000279	333	333
99.0	1.000279	308	308
100.0	1.000279	305	305
101.0	0	330	330
102.0	0	346	346
103.0	0	298	298
104.0	0	335	335
105.0	0	298	298
106.0	0	289	289
107.0	0	272	272
108.0	0	302	302
109.0	0	286	286
110.0	0	303	303
111.0	0	279	279
112.0	0	277	277
113.0	0	256	256
114.0	0	252	252
115.0	0	307	307
116.0	0	273	273
117.0	0	255	255
118.0	0	223	223
119.0	0	272	272
120.0	0	238	238
121.0	0	242	242
122.0	0	238	238
123.0	0	220	220
124.0	0	237	237
125.0	0	223	223
126.0	0	225	225
127.0	0	220	220
128.0	0	231	231
129.0	0	205	205
130.0	0	216	216
131.0	0	197	197
132.0	0	185	185
133.0	0	202	202
134.0	0	189	189
135.0	0	196	196
136.0	0	202	202
137.0	0	192	192
138.0	0	194	194
139.0	0	197	197
140.0	0	209	209
141.0	0	176	176
142.0	0	183	183
143.0	0	183	183
144.0	0	187	187
145.0	0	175	175
146.0	0	166	166
147.0	0	157	157
148.0	0	158	158
149.0	0	163	163
150.0	0	169	169
151.0	0	177	177
152.0	0	160	160
153.0	0	187	187
154.0	0	181	181
155.0	0	175	175
156.0	0	167	167
157.0	0	168	168
158.0	0	166	166
159.0	0	142	142
160.0	0	165	165
161.0	0	146	146
162.0	0	132	132
163.0	0	149	149
164.0	0	150	150
165.0	0	153	153
166.0	0	162	162
167.0	0	159	159
168.0	0	150	150
169.0	0	132	132
170.0	0	156	156
171.0	0	119	119
172.0	0	132	132
173.0	0	119	119
174.0	0	121	121
175.0	0	130	130
176.0	0	125	125
177.0	0	136	136
178.0	0	115	115
179.0	0	131	131
180.0	0	106	106
181.0	0	130	130
182.0	0	127	127
183.0	0	139	139
184.0	0	110	110
185.0	0	117	117
186.0	0	99	99
187.0	0	124	124
188.0	0	114	114
189.0	0	115	115
190.0	0	119	119
191.0	0	105	105
192.0	0	92	92
193.0	0	110	110
194.0	0	95	95
195.0	0	108	108
196.0	0	125	125
197.0	0	106	106
198.0	0	105	105
199.0	0	116	116
200.0	0	100	100
201.0	0	103	103
202.0	0	119	119
203.0	0	116	116
204.0	0	96	96
205.0	0	99	99
206.0	0	102	102
207.0	0	117	117
208.0	0	101	101
209.0	0	88	88
210.0	0	92	92
211.0	0	105	105
212.0	0	87	87
213.0	0	89	89
214.0	0	94	94
215.0	0	101	101
216.0	0	93	93
217.0	0	85	85
218.0	0	99	99
219.0	0	73	73
220.0	0	86	86
221.0	0	99	99
222.0	0	103	103
223.0	0	96	96
224.0	0	68	68
225.0	0	108	108
226.0	0	94	94
227.0	0	98	98
228.0	0	98	98
229.0	0	98	98
230.0	0	82	82
231.0	0	84	84
232.0	0	99	99
233.0	0	87	87
234.0	0	82	82
235.0	0	89	89
236.0	0	86	86
237.0	0	80	80
238.0	0	76	76
239.0	0	91	91
240.0	0	74	74
241.0	0	68	68
242.0	0	80	80
243.0	0	77	77
244.0	0	80	80
245.0	0	90	90
246.0	0	54	54
247.0	0	62	62
248.0	0	74	74
249.0	0	74	74
250.0	0	72	72
251.0	0	92	92
252.0	0	62	62
253.0	0	67	67
254.0	0	64	64
255.0	0	71	71
256.0	0	67	67
257.0	0	64	64
258.0	0	51	51
259.0	0	69	69
260.0	0	84	84
261.0	0	80	80
262.0	0	69	69
263.0	0	79	79
264.0	0	62	62
265.0	0	78	78
266.0	0	53	53
267.0	0	70	70
268.0	0	67	67
269.0	0	70	70
270.0	0	56	56
271.0	0	63	63
272.0	0	64	64
273.0	0	67	67
274.0	0	64	64
275.0	0	64	64
276.0	0	80	80
277.0	0	53	53
278.0	0	51	51
279.0	0	62	62
280.0	0	58	58
281.0	0	56	56
282.0	0	53	53
283.0	0	55	55
284.0	0	39	39
285.0	0	45	45
286.0	0	64	64
287.0	0	53	53
288.0	0	51	51
289.0	0	57	57
290.0	0	49	49
291.0	0	65	65
292.0	0	50	50
293.0	0	50	50
294.0	0	48	48
295.0	0	35	35
296.0	0	51	51
297.0	0	49	49
298.0	0	48	48
299.0	0	52	52
300.0	0	48	48
301.0	0	55	55
302.0	0	57	57
303.0	0	55	55
304.0	0	47	47
305.0	0	54	54
306.0	0	43	43
307.0	0	54	54
308.0	0	45	45
309.0	0	49	49
310.0	0	49	49
311.0	0	43	43
312.0	0	42	42
313.0	0	40	40
314.0	0	33	33
315.0	0	49	49
316.0	0	52	52
317.0	0	52	52
318.0	0	43	43
319.0	0	40	40
320.0	0	33	33
321.0	0	55	55
322.0	0	43	43
323.0	0	40	40
324.0	0	40	40
325.0	0	51	51
326.0	0	38	38
327.0	0	42	42
328.0	0	38	38
329.0	0	43	43
330.0	0	36	36
331.0	0	36	36
332.0	0	38	38
333.0	0	48	48
334.0	0	39	39
335.0	0	44	44
336.0	0	31	31
337.0	0	51	51
338.0	0	33	33
339.0	0	40	40
340.0	0	38	38
341.0	0	41	41
342.0	0	36	36
343.0	0	42	42
344.0	0	42	42
345.0	0	33	33
346.0	0	35	35
347.0	0	39	39
348.0	0	44	44
349.0	0	39	39
350.0	0	30	30
351.0	0	29	29
352.0	0	43	43
353.0	0	36	36
354.0	0	28	28
355.0	0	33	33
356.0	0	45	45
357.0	0	46	46
358.0	0	58	58
359.0	0	39	39
360.0	0	48	48
361.0	0	42	42
362.0	0	23	23
363.0	0	31	31
364.0	0	38	38
365.0	0	32	32
366.0	0	38	38
367.0	0	25	25
368.0	0	40	40
369.0	0	35	35
370.0	0	23	23
371.0	0	26	26
372.0	0	32	32
373.0	0	33	33
374.0	0	40	40
375.0	0	32	32
376.0	0	32	32
377.0	0	31	31
378.0	0	32	32
379.0	0	43	43
380.0	0	35	35
381.0	0	32	32
382.0	0	40	40
383.0	0	26	26
384.0	0	26	26
385.0	0	31	31
386.0	0	30	30
387.0	0	27	27
388.0	0	30	30
389.0	0	26	26
390.0	0	30	30
391.0	0	30	30
392.0	0	35	35
393.0	0	30	30
394.0	0	30	30
395.0	0	31	31
396.0	0	38	38
397.0	0	33	33
398.0	0	37	37
399.0	0	26	26
400.0	0	42	42
401.0	0	24	24
402.0	0	26	26
403.0	0	23	23
404.0	0	30	30
405.0	0	43	43
406.0	0	38	38
407.0	0	24	24
408.0	0	32	32
409.0	0	23	23
410.0	0	32	32
411.0	0	31	31
412.0	0	32	32
413.0	0	30	30
414.0	0	27	27
415.0	0	24	24
416.0	0	26	26
417.0	0	24	24
418.0	0	31	31
419.0	0	40	40
